10.1103/PhysRevD.45.4392 f2c1
10.1103/PhysRevD.45.4392 s2g1
10.1103/PhysRevLett.86.2062 z3z3
10.1103/PhysRevLett.86.2062 j2o3
10.1103/PhysRevB.68.224434 x4p1
10.1103/PhysRevB.68.224434 j3a2
10.1103/PhysRevB.68.224434 d2a2
10.1103/PhysRevB.50.1084 r4q3
10.1103/PhysRevB.50.1084 f2b1
10.1103/PhysRevB.50.1084 p4j1
10.1103/PhysRevB.51.4842 e2h1
10.1103/PhysRevB.51.4842 o2z1
10.1103/PhysRevB.51.4842 o1v1
10.1103/PhysRevB.51.4842 b3l1
10.1103/PhysRevB.51.8178 t6y3
10.1103/PhysRevB.51.8178 r5a3
10.1103/PhysRevD.18.2338 e6a3
10.1103/PhysRevD.18.2338 e4q2
10.1103/PhysRevA.69.032501 m2u2
10.1103/PhysRevA.69.032501 q4w2
10.1103/PhysRevA.69.032501 l5p3
10.1103/PhysRevA.69.032501 p4o3
10.1103/PhysRevA.69.032501 b4v3
10.1103/PhysRevC.13.859 d4d3
10.1103/PhysRevC.13.859 n2k3
10.1103/PhysRevE.62.8719 e3b1
10.1103/PhysRevB.39.4704 b1j3
10.1103/PhysRevB.39.4704 m3b1
10.1103/PhysRevE.61.937 s4p2
10.1103/PhysRevB.53.328 h6n1
10.1103/PhysRevB.53.328 y4s1
10.1103/PhysRevLett.90.155001 o5q3
10.1103/PhysRevD.43.3368 k2l1
10.1103/PhysRevD.43.3368 n1b2
10.1103/PhysRevA.16.1747 n2k3
10.1103/PhysRevD.45.2421 q4q2
10.1103/PhysRevD.45.2421 o1s2
10.1103/PhysRevB.47.8305 v6a3
10.1103/PhysRevB.47.8305 z4k2
10.1103/PhysRevB.47.8305 c6f2
10.1103/PhysRevC.5.1124 l1p1
10.1103/PhysRevC.5.1124 r6v3
10.1103/PhysRevC.5.1124 y4f2
10.1103/PhysRevA.45.2097 r4v1
10.1103/PhysRevD.59.103508 c4z3
10.1103/PhysRevD.59.103508 j6z3
10.1103/PhysRevD.59.103508 l6q3
10.1103/PhysRevD.59.103508 t5z1
10.1103/PhysRevD.59.103508 o6r2
10.1103/PhysRevB.15.2231 g1f1
10.1103/PhysRevB.15.2231 x6u2
10.1103/PhysRevB.15.2231 u3d3
10.1103/PhysRevD.64.014013 a5t3
10.1103/PhysRevD.64.014013 p2f1
10.1103/PhysRevLett.69.17 l2s3
10.1103/PhysRevE.66.046704 f6u3
10.1103/PhysRevE.66.046704 u6b2
10.1103/PhysRevE.66.046704 u6j2
10.1103/PhysRevA.22.2400 k3w2
10.1103/PhysRevLett.89.025504 e3r3
10.1103/PhysRevLett.89.025504 t5s3
10.1103/PhysRevD.48.3271 o3o3
10.1103/PhysRevD.48.3271 j1h2
10.1103/PhysRevD.48.3271 e6n1
10.1103/PhysRevD.48.3271 o2d3
10.1103/PhysRevA.53.4598 u2a2
10.1103/PhysRevA.53.4598 q1v3
10.1103/PhysRevD.14.1021 r2v2
10.1103/PhysRevD.14.1021 k3x2
10.1103/PhysRevD.14.1021 z2d1
10.1103/PhysRevD.57.6544 x6p2
10.1103/PhysRevD.57.6544 o2z1
10.1103/PhysRevD.57.6544 c5f2
10.1103/PhysRevD.57.6544 v3u1
10.1103/PhysRevD.39.3384 m5l3
10.1103/PhysRevD.39.3384 e1n2
10.1103/PhysRevD.39.3384 e2t2
10.1103/PhysRevA.42.3044 o2l3
10.1103/PhysRevA.42.3044 t5c3
10.1103/PhysRevC.68.051602 b2a2
10.1103/PhysRevC.68.051602 f3h3
10.1103/PhysRevC.68.051602 g3c1
10.1103/PhysRevC.68.051602 o4p2
10.1103/PhysRevC.68.051602 o3o3
10.1103/PhysRevC.68.051602 g3a3
10.1103/PhysRevC.68.051602 t3o1
10.1103/PhysRevC.68.051602 g4h3
10.1103/PhysRevC.68.051602 p3m2
10.1103/PhysRevC.68.051602 l6r3
10.1103/PhysRevE.58.1266 o4y2
10.1103/PhysRevE.58.1266 a6j2
10.1103/PhysRevE.58.1266 f5l3
10.1103/PhysRevE.58.1266 h5k1
10.1103/PhysRevD.28.79 c6j2
10.1103/PhysRevD.28.79 e4x3
10.1103/PhysRevC.61.064613 l2x2
10.1103/PhysRevC.61.064613 o5j3
10.1103/PhysRevC.61.064613 l6z2
10.1103/PhysRevC.61.064613 w1w3
10.1103/PhysRevC.61.064613 p3q2
10.1103/PhysRevD.44.110 q4z1
10.1103/PhysRevD.44.110 w1a2
10.1103/PhysRevD.44.110 y4v1
10.1103/PhysRevD.44.110 x1f3
10.1103/PhysRevC.65.034311 x3f1
10.1103/PhysRevC.65.034311 h2w1
10.1103/PhysRevC.65.034311 x1x2
10.1103/PhysRevD.58.067702 z3d3
10.1103/PhysRevD.58.067702 o5h3
10.1103/PhysRevB.33.4752 q1q2
10.1103/PhysRevC.58.2858 f2l1
10.1103/PhysRevC.58.2858 g2k2
10.1103/PhysRevA.11.378 x1w2
10.1103/PhysRevA.11.378 y1d1
10.1103/PhysRevA.64.033410 e6q2
10.1103/PhysRevA.64.033410 n5y1
10.1103/PhysRevC.70.014311 g5g1
10.1103/PhysRevC.70.014311 c4k1
10.1103/PhysRevC.70.014311 u6j2
10.1103/PhysRevC.70.014311 k2p2
10.1103/PhysRevC.70.014311 v5d3
10.1103/PhysRevC.70.014311 d2n1
10.1103/PhysRevC.70.014311 v1p2
10.1103/PhysRevC.70.014311 b4h1
10.1103/PhysRevC.70.014311 x1g2
10.1103/PhysRevC.70.014311 a1v2
10.1103/PhysRevC.70.014311 j3c1
10.1103/PhysRevC.70.014311 u6a1
10.1103/PhysRevC.70.014311 r3v3
10.1103/PhysRevC.70.014311 u5g1
10.1103/PhysRevC.70.014311 t4j2
10.1103/PhysRevC.70.014311 e6a2
10.1103/PhysRevC.70.014311 p2r1
10.1103/PhysRevC.70.014311 u1c2
10.1103/PhysRevC.70.014311 x2p3
10.1103/PhysRevC.70.014311 n3g3
10.1103/PhysRevC.70.014311 c3o3
10.1103/PhysRevC.70.014311 k5a3
10.1103/PhysRevC.70.014311 v3n2
10.1103/PhysRevC.70.014311 m2j3
10.1103/PhysRevC.70.014311 l2g2
10.1103/PhysRevD.15.129 h1e1
10.1103/PhysRevLett.61.1481 f3f1
10.1103/PhysRevLett.61.1481 s6d1
10.1103/PhysRevB.42.8643 g4m3
10.1103/PhysRevB.42.8643 a6a1
10.1103/PhysRevD.36.966 x6p3
10.1103/PhysRevD.36.966 y2x3
10.1103/PhysRevC.2.2444 s5p3
10.1103/PhysRevD.3.1165 k6r3
10.1103/PhysRevLett.83.3776 j2p1
10.1103/PhysRevLett.83.3776 w6g3
10.1103/PhysRevD.51.3838 k3c1
10.1103/PhysRevD.51.3838 p5g2
10.1103/PhysRevA.14.1009 w4l1
10.1103/PhysRevA.14.1009 r3f3
10.1103/PhysRevLett.84.222 s2s2
10.1103/PhysRevLett.84.222 j2x1
10.1103/PhysRevLett.84.222 t2w1
10.1103/PhysRevLett.84.222 c2a2
10.1103/PhysRevLett.84.222 q2d1
10.1103/PhysRevLett.84.222 y1s3
10.1103/PhysRevLett.84.222 r2x1
10.1103/PhysRevLett.84.222 g5u1
10.1103/PhysRevLett.84.222 b4h2
10.1103/PhysRevLett.84.222 p4e1
10.1103/PhysRevLett.84.222 x2y1
10.1103/PhysRevLett.84.222 p2j1
10.1103/PhysRevLett.84.222 j1m3
10.1103/PhysRevLett.84.222 n3o2
10.1103/PhysRevLett.84.222 y2s1
10.1103/PhysRevLett.84.222 k1h2
10.1103/PhysRevD.35.1939 v5y3
10.1103/PhysRevD.35.1939 x2o1
10.1103/PhysRevB.48.11420 e1g2
10.1103/PhysRevB.48.11420 a3q1
10.1103/PhysRevE.64.011103 d6l1
10.1103/PhysRevE.64.011103 u2h2
10.1103/PhysRevE.64.011103 t5p3
10.1103/PhysRevB.46.4020 r2q3
10.1103/PhysRevB.46.4020 h4f2
10.1103/PhysRevE.47.3404 p4p1
10.1103/PhysRevE.47.3404 a4f1
10.1103/PhysRevE.47.3404 s2y1
10.1103/PhysRevB.3.3901 m5m3
10.1103/PhysRevB.3.3901 v1o1
10.1103/PhysRevE.51.4570 j3s1
10.1103/PhysRevE.51.4570 q4b3
10.1103/PhysRevE.51.4570 y3d3
10.1103/PhysRevE.51.4570 g6f3
10.1103/PhysRevC.34.1920 c5k2
10.1103/PhysRevC.34.1920 n2k3
10.1103/PhysRevB.37.3101 u5a1
10.1103/PhysRevB.37.3101 f4p3
10.1103/PhysRevB.37.3101 r2j2
10.1103/PhysRevB.52.68 v6a3
10.1103/PhysRevB.52.68 x6a1
10.1103/PhysRevB.52.68 c6f2
10.1103/PhysRevB.52.68 g3f2
10.1103/PhysRevB.52.68 w6q1
10.1103/PhysRevB.52.68 z4k2
10.1103/PhysRevB.52.68 b1j3
10.1103/PhysRevB.52.68 x4l3
10.1103/PhysRevD.7.284 n1b2
10.1103/PhysRevA.24.2906 l1j3
10.1103/PhysRevA.24.2906 r6p3
10.1103/PhysRevE.58.R5221 h5e3
10.1103/PhysRevE.58.R5221 r3r2
10.1103/PhysRevLett.24.1 b2e3
10.1103/PhysRevLett.24.1 o3d1
10.1103/PhysRevC.7.1864 y3h2
10.1103/PhysRevD.32.2097 r2e3
10.1103/PhysRevD.32.2097 e6h2
10.1103/PhysRevD.32.2097 k5v1
10.1103/PhysRevD.32.2097 s2g1
10.1103/PhysRevD.53.5508 g4f3
10.1103/PhysRevD.53.5508 a4y1
10.1103/PhysRevD.53.5508 k2l1
10.1103/PhysRevD.36.1827 v5y3
10.1103/PhysRevD.36.1827 x2o1
10.1103/PhysRevC.47.1489 m6v2
10.1103/PhysRevC.41.782 l2h3
10.1103/PhysRevC.34.317 l5f2
10.1103/PhysRevC.34.317 s4p3
10.1103/PhysRevC.34.317 o2m3
10.1103/PhysRevB.29.1454 b2y1
10.1103/PhysRevB.64.024304 d6l2
10.1103/PhysRevB.64.024304 c5v3
10.1103/PhysRevB.64.024304 t6f2
10.1103/PhysRevC.50.2794 y5g3
10.1103/PhysRevC.50.2794 m2k2
10.1103/PhysRevB.68.174506 r2h2
10.1103/PhysRevB.68.174506 s2a2
10.1103/PhysRevD.66.032008 s2s2
10.1103/PhysRevD.66.032008 j2x1
10.1103/PhysRevD.66.032008 t2w1
10.1103/PhysRevD.66.032008 c2a2
10.1103/PhysRevD.66.032008 q2d1
10.1103/PhysRevD.66.032008 y1s3
10.1103/PhysRevD.66.032008 r2x1
10.1103/PhysRevD.66.032008 g5u1
10.1103/PhysRevD.66.032008 b4h2
10.1103/PhysRevD.66.032008 x2y1
10.1103/PhysRevD.66.032008 p2j1
10.1103/PhysRevD.66.032008 p2q3
10.1103/PhysRevD.66.032008 a4d2
10.1103/PhysRevD.66.032008 j1m3
10.1103/PhysRevD.66.032008 m5r2
10.1103/PhysRevD.66.032008 y2s1
10.1103/PhysRevC.11.520 z6o3
10.1103/PhysRevC.11.520 v2q2
10.1103/PhysRevD.48.1437 g5m2
10.1103/PhysRevA.35.1080 y1u2
10.1103/PhysRevA.35.1080 z2o2
10.1103/PhysRevD.33.699 u6a3
10.1103/PhysRevD.33.699 y3s3
10.1103/PhysRevA.33.3060 n6b2
10.1103/PhysRevA.33.3060 s3n2
10.1103/PhysRevA.33.3060 a5r2
10.1103/PhysRevB.65.195304 z3a1
10.1103/PhysRevB.65.195304 x1r3
10.1103/PhysRevB.65.195304 w2e3
10.1103/PhysRevA.63.014302 w2b2
10.1103/PhysRevA.63.014301 j4s3
10.1103/PhysRevA.63.014301 o6k1
10.1103/PhysRevA.63.014301 l1d3
10.1103/PhysRevB.63.085407 d6l2
10.1103/PhysRevB.63.085407 b4d3
10.1103/PhysRevD.65.077703 p3r1
10.1103/PhysRevD.65.077703 y2p2
10.1103/PhysRevB.38.7067 b6u3
10.1103/PhysRevB.38.7067 u5a1
10.1103/PhysRevB.38.7067 l5o3
10.1103/PhysRevB.38.7067 l3g3
10.1103/PhysRevD.58.104024 k2l1
10.1103/PhysRevD.58.104024 m2k2
10.1103/PhysRevB.63.104502 v6y3
10.1103/PhysRevB.63.104502 p1t3
10.1103/PhysRevB.63.104502 n4v3
10.1103/PhysRevB.63.104502 z3h3
10.1103/PhysRevB.3.331 u3q3
10.1103/PhysRevB.3.331 k5d1
10.1103/PhysRevA.54.5327 l2r2
10.1103/PhysRevB.44.300 y1d1
10.1103/PhysRevB.44.300 u4a3
10.1103/PhysRevA.28.1808 l1j3
10.1103/PhysRevD.29.2726 a6s1
10.1103/PhysRevD.29.2726 r4l1
10.1103/PhysRevA.61.032709 l3w3
10.1103/PhysRevB.44.7712 z1r1
10.1103/PhysRevB.44.7712 r4b1
10.1103/PhysRevB.57.11850 w6n3
10.1103/PhysRevB.57.11850 d4a2
10.1103/PhysRevB.34.7433 m5d3
10.1103/PhysRevB.34.7433 t5o2
10.1103/PhysRevD.65.103504 g1p1
10.1103/PhysRevB.67.134305 u3e1
10.1103/PhysRevB.67.134305 q3v1
10.1103/PhysRevD.36.1553 v1b1
10.1103/PhysRevD.36.1553 h2f2
10.1103/PhysRevLett.55.414 x6a3
10.1103/PhysRevB.61.8334 g1f3
10.1103/PhysRevB.61.8334 o4f1
10.1103/PhysRevB.61.8334 r4f1
10.1103/PhysRevB.34.3547 b4l3
10.1103/PhysRevB.34.3547 s5t2
10.1103/PhysRevA.50.2096 n6a1
10.1103/PhysRevA.8.1630 o3f2
10.1103/PhysRevA.8.1630 y3k1
10.1103/PhysRevB.3.1505 l3w3
10.1103/PhysRevB.58.15183 r5t1
10.1103/PhysRevB.58.15183 v2k3
10.1103/PhysRevE.60.5455 r3b1
10.1103/PhysRevB.70.155420 v4o1
10.1103/PhysRevB.70.155420 w2e3
10.1103/PhysRevB.51.2223 b6z2
10.1103/PhysRevB.51.2223 h2g1
10.1103/PhysRevB.68.155331 r3m3
10.1103/PhysRevB.68.155331 e6m2
10.1103/PhysRevB.68.155331 n3j2
10.1103/PhysRevC.31.1400 q3l2
10.1103/PhysRevE.67.036120 n4d3
10.1103/PhysRevA.68.040501 p1q3
10.1103/PhysRevA.68.040501 n4a1
10.1103/PhysRevA.68.040501 x1p2
10.1103/PhysRevA.68.040501 e4w1
10.1103/PhysRevA.68.040501 b6v2
10.1103/PhysRevA.68.040501 x5n3
10.1103/PhysRevB.25.4291 a2o1
10.1103/PhysRevB.64.104428 e2h1
10.1103/PhysRevB.64.104428 k2q1
10.1103/PhysRevB.64.104428 b3a3
10.1103/PhysRevB.64.104428 n3u1
10.1103/PhysRevA.59.3432 p1q3
10.1103/PhysRevA.59.3432 n4a1
10.1103/PhysRevA.59.3432 r5b2
10.1103/PhysRevLett.67.3444 k1r3
10.1103/PhysRevLett.67.3444 v4n3
10.1103/PhysRevLett.67.3444 x6a3
10.1103/PhysRevLett.67.3444 u1r2
10.1103/PhysRevLett.67.3444 z6q2
10.1103/PhysRevB.27.495 d4a2
10.1103/PhysRevB.27.495 j1k1
10.1103/PhysRevA.20.639 w4l1
10.1103/PhysRevA.20.639 a1s1
10.1103/PhysRevA.20.639 v3r1
10.1103/PhysRevA.35.5255 l3a1
10.1103/PhysRevA.35.5255 g3n2
10.1103/PhysRevA.35.5255 n5f1
10.1103/PhysRevA.35.5255 q1v3
10.1103/PhysRevB.14.719 k6p2
10.1103/PhysRevB.14.719 p4c2
10.1103/PhysRevA.31.3639 y4p2
10.1103/PhysRevA.31.3639 x2v1
10.1103/PhysRevLett.79.2502 u1l1
10.1103/PhysRevA.31.3633 f6v3
10.1103/PhysRevA.31.3633 a6a2
10.1103/PhysRevA.31.3633 d6n2
10.1103/PhysRevB.44.2283 u4s3
10.1103/PhysRevB.44.2283 h1r3
10.1103/PhysRevB.44.2283 g3q3
10.1103/PhysRevB.44.2283 p3j3
10.1103/PhysRevA.35.5259 h5c1
10.1103/PhysRevA.35.5259 d6n2
10.1103/PhysRevA.35.5259 x5o3
10.1103/PhysRevC.1.2000 g3p3
10.1103/PhysRevD.3.3133 u1z1
10.1103/PhysRevB.8.3056 o3p1
10.1103/PhysRevB.8.3056 w6z1
10.1103/PhysRevB.8.3054 l3w3
10.1103/PhysRevLett.51.487 v2p3
10.1103/PhysRevB.8.3051 u3q3
10.1103/PhysRevB.8.3051 t4t2
10.1103/PhysRevA.30.1525 t6x3
10.1103/PhysRevB.28.7191 o5l1
10.1103/PhysRevB.28.7191 j5e2
10.1103/PhysRevB.28.7191 y3l3
10.1103/PhysRevB.28.7191 n6m3
10.1103/PhysRevB.28.7191 l2f2
10.1103/PhysRevA.16.1974 n5g2
10.1103/PhysRevA.16.1974 p3k1
10.1103/PhysRevA.16.1974 d5c1
10.1103/PhysRevA.34.640 m4o2
10.1103/PhysRevLett.67.2248 p4p2
10.1103/PhysRevLett.67.2248 p4y3
10.1103/PhysRevLett.67.2248 h2m3
10.1103/PhysRevLett.67.2248 o3x1
10.1103/PhysRevLett.67.2248 y6m2
10.1103/PhysRevLett.67.2248 x2v2
10.1103/PhysRevB.56.9298 d1z3
10.1103/PhysRevB.56.9298 z3e1
10.1103/PhysRevA.54.2973 s4c1
10.1103/PhysRevA.54.2973 q1p2
10.1103/PhysRevA.54.2973 d6n2
10.1103/PhysRevA.54.2973 q6d2
10.1103/PhysRevB.43.4236 o2z1
10.1103/PhysRevB.43.4236 q1d3
10.1103/PhysRevB.43.4236 h3x3
10.1103/PhysRevD.64.073011 j6z2
10.1103/PhysRevD.64.073011 c6h3
10.1103/PhysRevD.64.073011 k2j3
10.1103/PhysRevD.64.073011 y2p2
10.1103/PhysRevB.44.2757 r3n3
10.1103/PhysRevB.44.2757 o4j3
10.1103/PhysRevB.44.2757 d1t3
10.1103/PhysRevB.44.2757 v3x3
10.1103/PhysRevB.44.2757 v2k2
10.1103/PhysRevE.58.729 w2t3
10.1103/PhysRevE.58.729 k4l2
10.1103/PhysRevB.51.10175 a2o1
10.1103/PhysRevB.51.10175 f4a2
10.1103/PhysRevC.36.2618 w3m3
10.1103/PhysRevC.36.2618 b6v3
10.1103/PhysRevC.36.2618 g3d1
10.1103/PhysRevC.58.1913 v4f1
10.1103/PhysRevD.21.3437 f3n3
10.1103/PhysRevLett.83.1908 s2s2
10.1103/PhysRevLett.83.1908 j2x1
10.1103/PhysRevLett.83.1908 t2w1
10.1103/PhysRevLett.83.1908 c2a2
10.1103/PhysRevLett.83.1908 x3a2
10.1103/PhysRevLett.83.1908 q2d1
10.1103/PhysRevLett.83.1908 n5h3
10.1103/PhysRevLett.83.1908 r2x1
10.1103/PhysRevLett.83.1908 g5u1
10.1103/PhysRevLett.83.1908 b4h2
10.1103/PhysRevLett.83.1908 p4e1
10.1103/PhysRevLett.83.1908 x2y1
10.1103/PhysRevLett.83.1908 p2j1
10.1103/PhysRevLett.83.1908 j1m3
10.1103/PhysRevLett.83.1908 n3o2
10.1103/PhysRevLett.83.1908 w1s2
10.1103/PhysRevLett.83.1908 y1s3
10.1103/PhysRevLett.83.1908 y2s1
10.1103/PhysRevLett.83.1908 k1h2
10.1103/PhysRevE.59.6348 z4d1
10.1103/PhysRevC.8.2115 n4m1
10.1103/PhysRevC.8.2115 o2u1
10.1103/PhysRevA.7.891 c2b3
10.1103/PhysRevLett.83.5030 q5w2
10.1103/PhysRevLett.83.5030 h6m2
10.1103/PhysRevLett.83.5030 v1c3
10.1103/PhysRevLett.77.4086 c6r2
10.1103/PhysRevA.69.012102 r4l2
10.1103/PhysRevA.69.012102 q3w2
10.1103/PhysRevA.69.012102 q1w2
10.1103/PhysRevD.35.3270 w1b3
10.1103/PhysRevD.35.3270 b3o2
10.1103/PhysRevD.35.3270 c2x2
10.1103/PhysRevE.53.1362 b1c3
10.1103/PhysRevD.10.988 b1k2
10.1103/PhysRevB.47.2878 u2b3
10.1103/PhysRevB.47.2878 o2l2
10.1103/PhysRevB.47.2878 x2x1
10.1103/PhysRevC.15.2195 z4t3
10.1103/PhysRevC.15.2195 f5m1
10.1103/PhysRevLett.91.229602 v3w1
10.1103/PhysRevLett.91.229602 b1q3
10.1103/PhysRevLett.91.229602 g3y3
10.1103/PhysRevLett.91.229601 z3z3
10.1103/PhysRevLett.91.229601 o1s3
10.1103/PhysRevLett.91.229601 j2o3
10.1103/PhysRevB.61.16807 g1q1
10.1103/PhysRevB.61.16807 j2w2
10.1103/PhysRevD.44.325 x4f2
10.1103/PhysRevD.44.325 y1s2
10.1103/PhysRevC.39.216 o2e2
10.1103/PhysRevC.39.216 f2s3
10.1103/PhysRevA.18.1327 y5c1
10.1103/PhysRevC.46.809 p3n2
10.1103/PhysRevC.46.809 l6r3
10.1103/PhysRevA.21.1638 z4k1
10.1103/PhysRevA.21.1638 d3c2
10.1103/PhysRevB.54.3545 v2z1
10.1103/PhysRevB.54.3545 y5b2
10.1103/PhysRevB.54.3545 f6p3
10.1103/PhysRevB.54.3545 a3w2
10.1103/PhysRevLett.66.2834 c2o2
10.1103/PhysRevE.66.021706 c6h2
10.1103/PhysRevC.62.065804 z6d3
10.1103/PhysRevC.62.065804 y5t2
10.1103/PhysRevC.49.1603 r3s3
10.1103/PhysRevB.48.10653 a6z2
10.1103/PhysRevB.48.10653 t2j2
10.1103/PhysRevB.59.3341 h5k1
10.1103/PhysRevB.59.3341 z4f1
10.1103/PhysRevC.68.034321 n2w2
10.1103/PhysRevC.68.034321 c1v2
10.1103/PhysRevC.68.034321 b4n1
10.1103/PhysRevC.68.034321 h2q2
10.1103/PhysRevA.45.5056 g4l1
10.1103/PhysRevA.45.5056 v3z2
10.1103/PhysRevD.56.6742 n5h3
10.1103/PhysRevD.56.6742 x2y1
10.1103/PhysRevD.56.6742 w1s2
10.1103/PhysRevD.56.6742 d1n3
10.1103/PhysRevD.56.6742 s2s2
10.1103/PhysRevD.56.6742 j2x1
10.1103/PhysRevD.56.6742 c2a2
10.1103/PhysRevD.56.6742 b4h2
10.1103/PhysRevD.56.6742 p4e1
10.1103/PhysRevD.56.6742 j1m3
10.1103/PhysRevD.56.6742 a2p2
10.1103/PhysRevD.56.6742 y1s3
10.1103/PhysRevD.56.6742 q2d1
10.1103/PhysRevD.56.6742 t2w1
10.1103/PhysRevD.56.6742 r2x1
10.1103/PhysRevD.56.6742 p2j1
10.1103/PhysRevD.56.6742 y2s1
10.1103/PhysRevD.56.6742 k1h2
10.1103/PhysRevD.56.6742 x3a2
10.1103/PhysRevD.56.6742 g5u1
10.1103/PhysRevD.56.6742 r6b3
10.1103/PhysRevD.56.6742 n3o2
10.1103/PhysRevC.50.2228 w6d1
10.1103/PhysRevC.50.2228 y4q3
10.1103/PhysRevC.50.2228 a5b2
10.1103/PhysRevC.50.2228 u6u1
10.1103/PhysRevD.29.1111 x4e1
10.1103/PhysRevD.29.1111 v2p3
10.1103/PhysRevA.35.3567 j5l2
10.1103/PhysRevA.35.3567 t4w2
10.1103/PhysRevA.35.3567 k4b2
10.1103/PhysRevD.33.3792 v5y3
10.1103/PhysRevD.33.3792 x2o1
10.1103/PhysRevLett.65.389 s2f2
10.1103/PhysRevLett.65.389 w4u1
10.1103/PhysRevB.47.8794 c1g1
10.1103/PhysRevB.47.8794 e3q1
10.1103/PhysRevB.47.8794 c5u3
10.1103/PhysRevB.47.8794 b4v1
10.1103/PhysRevB.47.8794 k2w1
10.1103/PhysRevD.37.1685 o2c2
10.1103/PhysRevC.63.057302 g5g1
10.1103/PhysRevC.63.057302 p2r1
10.1103/PhysRevC.63.057302 d5x3
10.1103/PhysRevC.63.057302 c3o3
10.1103/PhysRevC.63.057302 t3f2
10.1103/PhysRevC.63.057302 o5g3
10.1103/PhysRevD.61.116007 k4g2
10.1103/PhysRevD.61.116007 n1b2
10.1103/PhysRevD.61.116006 d6m1
10.1103/PhysRevD.53.808 w5t1
10.1103/PhysRevA.43.4746 u5h3
10.1103/PhysRevA.43.4746 q1v3
10.1103/PhysRevC.16.716 q1t2
10.1103/PhysRevC.16.716 j3z1
10.1103/PhysRevC.16.716 g1w3
10.1103/PhysRevC.16.716 p1w2
10.1103/PhysRevC.16.716 v3l2
10.1103/PhysRevC.16.716 h5n1
10.1103/PhysRevC.21.2637 t3j2
10.1103/PhysRevC.21.2637 y5y1
10.1103/PhysRevC.64.024304 g5g1
10.1103/PhysRevC.64.024304 p2r1
10.1103/PhysRevC.64.024304 d6n3
10.1103/PhysRevC.64.024304 d5x3
10.1103/PhysRevC.64.024304 c3o3
10.1103/PhysRevC.64.024304 t3f2
10.1103/PhysRevC.64.024304 o5g3
10.1103/PhysRevC.64.024305 y2q2
10.1103/PhysRevC.64.024305 t3j3
10.1103/PhysRevC.64.024305 h3k1
10.1103/PhysRevC.64.024305 o3p1
10.1103/PhysRevE.64.056222 q5n2
10.1103/PhysRevE.64.056222 j3f2
10.1103/PhysRevE.64.056222 k4w3
10.1103/PhysRevA.46.234 u4v2
10.1103/PhysRevA.46.234 n3x2
10.1103/PhysRevA.46.234 a5z2
10.1103/PhysRevA.46.234 u5b3
10.1103/PhysRevLett.90.207003 g5r2
10.1103/PhysRevE.63.051704 q2j2
10.1103/PhysRevE.63.051704 e2t3
10.1103/PhysRevB.61.16370 u5u1
10.1103/PhysRevB.61.16370 c2o2
10.1103/PhysRevB.61.16370 c6u1
10.1103/PhysRevB.61.16370 n5f3
10.1103/PhysRevB.46.7542 r1r1
10.1103/PhysRevB.14.2041 k1g3
10.1103/PhysRevB.14.2041 z4w3
10.1103/PhysRevB.14.2041 w2n2
10.1103/PhysRevLett.83.1275 k3c3
10.1103/PhysRevA.63.043805 t6d3
10.1103/PhysRevA.63.043805 z4k1
10.1103/PhysRevA.63.043807 s6f1
10.1103/PhysRevD.35.1234 e6p3
10.1103/PhysRevLett.81.5033 w6u1
10.1103/PhysRevLett.71.2364 a5r1
10.1103/PhysRevLett.34.1410 e4q2
10.1103/PhysRevD.1.649 g5q2
10.1103/PhysRevD.1.649 z4v2
10.1103/PhysRevD.47.3768 w6d2
10.1103/PhysRevD.47.3768 v1v3
10.1103/PhysRevD.47.3768 o1s2
10.1103/PhysRevD.47.3768 r5g2
10.1103/PhysRevD.56.3143 c2f2
10.1103/PhysRevD.56.3143 a5t3
10.1103/PhysRevD.53.2506 a6w1
10.1103/PhysRevB.55.8038 a4u1
10.1103/PhysRevB.55.8038 j3w3
10.1103/PhysRevD.53.1706 e5g1
10.1103/PhysRevD.53.1706 f4y2
10.1103/PhysRevB.30.6693 f6b3
10.1103/PhysRevB.30.6693 d4a2
10.1103/PhysRevB.30.6693 v4z3
10.1103/PhysRevB.5.2215 u3q3
10.1103/PhysRevB.5.2215 x5t2
10.1103/PhysRevB.49.12259 h2k1
10.1103/PhysRevB.49.12259 h6z2
10.1103/PhysRevB.49.12259 o5s2
10.1103/PhysRevC.50.R2660 e5l2
10.1103/PhysRevC.50.R2660 h2w1
10.1103/PhysRevB.53.8604 z3g2
10.1103/PhysRevB.53.8604 x4a1
10.1103/PhysRevB.53.8604 z1n3
10.1103/PhysRevB.53.8604 w3u1
10.1103/PhysRevB.53.8604 b4v1
10.1103/PhysRevB.53.8604 c1g1
10.1103/PhysRevA.51.3766 v4d3
10.1103/PhysRevA.51.3766 r5o3
10.1103/PhysRevD.18.2105 k3c1
10.1103/PhysRevD.47.2014 x2l2
10.1103/PhysRevD.47.2014 q2n1
10.1103/PhysRevLett.86.1219 o5q3
10.1103/PhysRevA.33.3477 v2f2
10.1103/PhysRevA.33.3477 n6k3
10.1103/PhysRevA.33.3477 d2c3
10.1103/PhysRevA.33.3477 h5s1
10.1103/PhysRevA.68.023407 q3b3
10.1103/PhysRevA.68.023407 o4a1
10.1103/PhysRevA.68.023407 r2d2
10.1103/PhysRevD.63.105002 g4l2
10.1103/PhysRevE.48.245 m5p2
10.1103/PhysRevB.47.5710 u2b3
10.1103/PhysRevB.47.5710 d6l2
