10.1103/PhysRevA.36.5439 z4k1
10.1103/PhysRevD.54.1650 e5f3
10.1103/PhysRevB.51.8398 v6a3
10.1103/PhysRevB.51.8398 f3q2
10.1103/PhysRevB.51.8398 u2w2
10.1103/PhysRevB.51.8398 c6f2
10.1103/PhysRevB.51.8398 f1w1
10.1103/PhysRevB.51.8398 z4k2
10.1103/PhysRevLett.80.5498 s2s2
10.1103/PhysRevLett.80.5498 y1s3
10.1103/PhysRevLett.80.5498 t2w1
10.1103/PhysRevLett.80.5498 c2a2
10.1103/PhysRevLett.80.5498 x3a2
10.1103/PhysRevLett.80.5498 q2d1
10.1103/PhysRevLett.80.5498 n5h3
10.1103/PhysRevLett.80.5498 r2x1
10.1103/PhysRevLett.80.5498 g5u1
10.1103/PhysRevLett.80.5498 n3o2
10.1103/PhysRevLett.80.5498 b4h2
10.1103/PhysRevLett.80.5498 p4e1
10.1103/PhysRevLett.80.5498 x2y1
10.1103/PhysRevLett.80.5498 p2j1
10.1103/PhysRevLett.80.5498 j1m3
10.1103/PhysRevLett.80.5498 j2x1
10.1103/PhysRevLett.80.5498 w1s2
10.1103/PhysRevLett.80.5498 d1n3
10.1103/PhysRevLett.80.5498 y2s1
10.1103/PhysRevLett.80.5498 k1h2
10.1103/PhysRevC.50.2307 j2q3
10.1103/PhysRevC.50.2307 e5l2
10.1103/PhysRevC.50.2307 h2w1
10.1103/PhysRevC.39.1604 m6v2
10.1103/PhysRevB.47.1742 z3e1
10.1103/PhysRevC.62.054604 q3g1
10.1103/PhysRevC.62.054604 t4j2
10.1103/PhysRevC.62.054604 u6o2
10.1103/PhysRevC.62.054604 y2b3
10.1103/PhysRevC.62.054604 b6n3
10.1103/PhysRevC.62.054604 h2m2
10.1103/PhysRevC.62.054604 g5g1
10.1103/PhysRevC.62.054604 b2p3
10.1103/PhysRevC.62.054604 k5a3
10.1103/PhysRevC.62.054604 k1j2
10.1103/PhysRevC.62.054604 e2r1
10.1103/PhysRevC.62.054604 v6s2
10.1103/PhysRevC.62.054604 x1g2
10.1103/PhysRevC.62.054604 r5v3
10.1103/PhysRevC.62.054604 u5g1
10.1103/PhysRevE.58.3405 t6a1
10.1103/PhysRevE.58.3405 s5t2
10.1103/PhysRevD.60.085005 p3k1
10.1103/PhysRevD.60.085005 l2s3
10.1103/PhysRevB.34.853 k4s2
10.1103/PhysRevB.34.853 r1y3
10.1103/PhysRevB.34.853 u2v1
10.1103/PhysRevA.8.849 h1q2
10.1103/PhysRevA.8.849 f5j3
10.1103/PhysRevC.60.055213 y5t2
10.1103/PhysRevA.25.2467 k3w2
10.1103/PhysRevB.11.771 k6p2
10.1103/PhysRevB.11.771 p4c2
10.1103/PhysRevB.70.184506 g4d3
10.1103/PhysRevB.70.184506 e6s3
10.1103/PhysRevB.70.184506 b2m3
10.1103/PhysRevB.70.184506 l2q3
10.1103/PhysRevB.70.184506 c4w3
10.1103/PhysRevE.65.026123 z3z3
10.1103/PhysRevE.65.026123 j2o3
10.1103/PhysRevLett.82.1466 p4y1
10.1103/PhysRevB.63.045115 f2w1
10.1103/PhysRevB.63.045115 s4k3
10.1103/PhysRevB.63.045115 h1r3
10.1103/PhysRevB.63.045115 m5w1
10.1103/PhysRevC.68.044319 p1g3
10.1103/PhysRevC.68.044319 b5a1
10.1103/PhysRevB.63.045111 u5u1
10.1103/PhysRevB.63.045111 c2o2
10.1103/PhysRevB.63.045111 c6u1
10.1103/PhysRevB.63.045111 n5f3
10.1103/PhysRevLett.87.245901 v3w1
10.1103/PhysRevLett.87.245901 b1q3
10.1103/PhysRevLett.87.245901 g3y3
10.1103/PhysRevC.68.044316 o6n1
10.1103/PhysRevC.68.044316 c5h1
10.1103/PhysRevC.68.044316 e2v2
10.1103/PhysRevC.68.044316 y3a2
10.1103/PhysRevC.68.044315 c6z3
10.1103/PhysRevD.25.266 q4z1
10.1103/PhysRevD.25.266 j6l2
10.1103/PhysRevD.25.266 e2n2
10.1103/PhysRevB.33.1427 l1z3
10.1103/PhysRevB.33.1427 c4t3
10.1103/PhysRevD.36.160 x6o1
10.1103/PhysRevD.36.160 t4v2
10.1103/PhysRevB.31.6047 e1v1
10.1103/PhysRevB.31.6047 j2x3
10.1103/PhysRevB.31.6047 u3d1
10.1103/PhysRevC.70.064907 g6t3
10.1103/PhysRevC.70.064907 h2c1
10.1103/PhysRevC.70.064907 e4v2
10.1103/PhysRevC.70.064907 a5d1
10.1103/PhysRevC.70.064907 d5x1
10.1103/PhysRevC.70.064907 s1l2
10.1103/PhysRevC.70.064907 c2o3
10.1103/PhysRevC.70.064907 t6m3
10.1103/PhysRevC.70.064907 p1o2
10.1103/PhysRevC.70.064907 j5m3
10.1103/PhysRevC.70.064907 c6x3
10.1103/PhysRevC.70.064907 t4w2
10.1103/PhysRevC.70.064907 m6k1
10.1103/PhysRevC.70.064907 w1k1
10.1103/PhysRevC.70.064907 c6m1
10.1103/PhysRevC.70.064907 x4a2
10.1103/PhysRevC.70.064907 w2c1
10.1103/PhysRevC.70.064907 q2j3
10.1103/PhysRevC.70.064907 n6c3
10.1103/PhysRevC.70.064907 h3c2
10.1103/PhysRevC.70.064907 u4m2
10.1103/PhysRevC.70.064907 j3g1
10.1103/PhysRevC.70.064907 h4e1
10.1103/PhysRevC.70.064907 d1x1
10.1103/PhysRevC.70.064907 k4q3
10.1103/PhysRevC.70.064907 j2v2
10.1103/PhysRevC.70.064907 e3h2
10.1103/PhysRevC.70.064907 c4l2
10.1103/PhysRevC.70.064907 k6p3
10.1103/PhysRevC.70.064907 h1y1
10.1103/PhysRevC.70.064907 f4d1
10.1103/PhysRevC.70.064907 f2r3
10.1103/PhysRevC.70.064907 d5s1
10.1103/PhysRevC.70.064907 w2f2
10.1103/PhysRevC.70.064907 g2g3
10.1103/PhysRevC.70.064907 o2z3
10.1103/PhysRevC.70.064907 u6d1
10.1103/PhysRevC.70.064907 f2n2
10.1103/PhysRevC.70.064907 g5u1
10.1103/PhysRevC.70.064907 c4z3
10.1103/PhysRevC.70.064907 g4o2
10.1103/PhysRevC.70.064907 r4q2
10.1103/PhysRevC.70.064907 c1f2
10.1103/PhysRevC.70.064907 p6k2
10.1103/PhysRevC.43.818 v4f1
10.1103/PhysRevC.43.818 m5b2
10.1103/PhysRevC.43.818 j5u3
10.1103/PhysRevC.43.818 e4g1
10.1103/PhysRevB.33.1526 l2n1
10.1103/PhysRevB.33.1526 r6m1
10.1103/PhysRevB.25.1046 o3f3
10.1103/PhysRevB.25.1046 s2b1
10.1103/PhysRevB.19.3130 f4p3
10.1103/PhysRevB.19.3130 k1u1
10.1103/PhysRevB.19.3133 w1f1
10.1103/PhysRevB.19.3133 k5d1
10.1103/PhysRevD.58.071301 v5g1
10.1103/PhysRevD.58.071301 z2e2
10.1103/PhysRevD.58.071301 p2t1
10.1103/PhysRevA.52.1772 u2a2
10.1103/PhysRevA.52.1772 q1v3
10.1103/PhysRevA.33.756 w4l1
10.1103/PhysRevA.33.756 u5l3
10.1103/PhysRevA.33.756 r4s1
10.1103/PhysRevD.25.2356 r2e3
10.1103/PhysRevD.25.2356 s2g1
10.1103/PhysRevB.62.10896 a3a2
10.1103/PhysRevB.62.10896 k2j3
10.1103/PhysRevB.62.10896 r3g1
10.1103/PhysRevA.52.1779 q3b3
10.1103/PhysRevA.52.1779 o4a1
10.1103/PhysRevA.45.6339 p1m1
10.1103/PhysRevA.40.4700 u5a3
10.1103/PhysRevA.40.4700 c4t3
10.1103/PhysRevE.67.046113 k5b3
10.1103/PhysRevE.67.046113 d4y1
10.1103/PhysRevLett.78.2964 q1q2
10.1103/PhysRevLett.78.2964 f6g1
10.1103/PhysRevLett.78.2964 z2g2
10.1103/PhysRevD.70.036005 a4w3
10.1103/PhysRevD.70.036005 y2x1
10.1103/PhysRevA.46.1522 k6f1
10.1103/PhysRevE.57.1269 q5o2
10.1103/PhysRevE.57.1269 s2f2
10.1103/PhysRevD.28.2326 b4b3
10.1103/PhysRevD.22.1704 j1h2
10.1103/PhysRevD.22.1704 b4b3
10.1103/PhysRevC.68.067603 y6z2
10.1103/PhysRevC.68.067603 l6r3
10.1103/PhysRevC.68.067603 g1d1
10.1103/PhysRevD.38.2284 p2t1
10.1103/PhysRevD.38.2284 l6x1
10.1103/PhysRevD.2.1281 j2j1
10.1103/PhysRevB.26.4871 r1r1
10.1103/PhysRevB.26.4871 r1y1
10.1103/PhysRevB.26.4871 g4l3
10.1103/PhysRevB.26.4871 f1d1
10.1103/PhysRevB.69.214520 u4l1
10.1103/PhysRevC.47.403 b4n3
10.1103/PhysRevC.47.403 l6r3
10.1103/PhysRevC.47.403 t6f1
10.1103/PhysRevC.47.403 r6v3
10.1103/PhysRevD.44.2179 h2w3
10.1103/PhysRevD.44.2179 f4y2
10.1103/PhysRevC.63.054301 p6c2
10.1103/PhysRevC.63.054301 l3p2
10.1103/PhysRevC.63.054301 t6f1
10.1103/PhysRevC.63.054301 u6e3
10.1103/PhysRevE.67.026415 z1o3
10.1103/PhysRevD.1.3496 d5f3
10.1103/PhysRevD.1.3496 y3o2
10.1103/PhysRevA.11.2214 v4f1
10.1103/PhysRevA.11.2214 w4q3
10.1103/PhysRevB.20.2634 b1r2
10.1103/PhysRevE.49.524 z3j2
10.1103/PhysRevE.49.524 v2w2
10.1103/PhysRevE.49.524 v4b3
10.1103/PhysRevE.67.061113 l3o1
10.1103/PhysRevE.67.061113 g3y3
10.1103/PhysRevE.67.061111 z2n2
10.1103/PhysRevE.67.061111 c4d1
10.1103/PhysRevB.44.9711 t6y3
10.1103/PhysRevB.44.9711 r5a3
10.1103/PhysRevC.51.2833 r5o2
10.1103/PhysRevC.51.2833 h5d3
10.1103/PhysRevC.51.2833 y4f2
10.1103/PhysRevE.65.037105 a2o1
10.1103/PhysRevE.65.037105 v5h2
10.1103/PhysRevC.54.2319 x4v1
10.1103/PhysRevC.54.2319 g5a2
10.1103/PhysRevD.63.044010 w6v2
10.1103/PhysRevD.63.044010 u2l3
10.1103/PhysRevLett.69.3306 h5e3
10.1103/PhysRevB.12.3129 n3g3
10.1103/PhysRevB.12.3129 s3h1
10.1103/PhysRevD.63.044019 x5r3
10.1103/PhysRevD.63.044019 y1n2
10.1103/PhysRevC.69.024613 o6v3
10.1103/PhysRevC.69.024613 p1w2
10.1103/PhysRevC.69.024613 n6k2
10.1103/PhysRevC.69.024613 s2h2
10.1103/PhysRevC.69.024613 h2w2
10.1103/PhysRevC.69.024613 j5x1
10.1103/PhysRevD.68.106003 w5t1
10.1103/PhysRevD.68.106005 b1b2
10.1103/PhysRevD.68.106005 d3m2
10.1103/PhysRevA.56.2470 k1r2
10.1103/PhysRevA.56.2470 e3r2
10.1103/PhysRevA.50.3142 f5w2
10.1103/PhysRevA.50.3142 q4q1
10.1103/PhysRevD.67.083509 e5b1
10.1103/PhysRevD.67.083509 l4x3
10.1103/PhysRevD.67.083508 q5w2
10.1103/PhysRevD.67.083508 o2y2
10.1103/PhysRevD.67.083508 p2e2
10.1103/PhysRevB.48.5919 l2v3
10.1103/PhysRevD.23.1539 j2j1
10.1103/PhysRevB.68.174413 f4h2
10.1103/PhysRevB.68.174413 o3o1
10.1103/PhysRevB.45.477 b4z1
10.1103/PhysRevB.45.477 p3v3
10.1103/PhysRevB.45.477 c5u3
10.1103/PhysRevB.45.477 g4k1
10.1103/PhysRevB.68.174416 r5c1
10.1103/PhysRevD.49.4634 k3y1
10.1103/PhysRevC.50.1535 k4d1
10.1103/PhysRevC.50.1535 q3f3
10.1103/PhysRevC.50.1535 j2t3
10.1103/PhysRevC.50.1535 q2v2
10.1103/PhysRevC.50.1535 w3v3
10.1103/PhysRevC.50.1535 g1d1
10.1103/PhysRevC.50.1535 h5m3
10.1103/PhysRevD.54.3655 p1b3
10.1103/PhysRevC.33.2185 l1r2
10.1103/PhysRevB.49.16141 c2o2
10.1103/PhysRevB.49.16141 g4h2
10.1103/PhysRevC.33.2188 x3x2
10.1103/PhysRevC.33.2188 e2v2
10.1103/PhysRevB.55.12439 a4y1
10.1103/PhysRevB.55.12439 q5l1
10.1103/PhysRevA.41.2176 n1u1
10.1103/PhysRevA.41.2176 n5u2
10.1103/PhysRevA.41.2176 g3v1
10.1103/PhysRevC.44.2213 z2f3
10.1103/PhysRevC.44.2213 k2p2
10.1103/PhysRevC.44.2213 z1o3
10.1103/PhysRevC.44.2213 q4y1
10.1103/PhysRevA.41.4824 o4a1
10.1103/PhysRevA.41.4824 r2d2
10.1103/PhysRevB.55.7227 k5a2
10.1103/PhysRevB.55.7227 v2b1
10.1103/PhysRevB.48.6465 p5b3
10.1103/PhysRevB.48.6465 k5e3
10.1103/PhysRevB.48.6465 j2v1
10.1103/PhysRevB.48.6465 v3m2
10.1103/PhysRevB.48.6465 n4j3
10.1103/PhysRevD.39.1730 m4d3
10.1103/PhysRevD.39.1730 a5o1
10.1103/PhysRevLett.86.5108 g4h2
10.1103/PhysRevA.38.170 z4k1
10.1103/PhysRevA.38.170 y2w3
10.1103/PhysRevA.69.044702 a2a3
10.1103/PhysRevA.69.044702 h4m2
10.1103/PhysRevA.69.044702 w4a3
10.1103/PhysRevA.1.1567 f5j3
10.1103/PhysRevA.1.1567 v1w2
10.1103/PhysRevE.56.3053 e2t3
10.1103/PhysRevD.34.1638 a6w1
10.1103/PhysRevD.34.1638 j5o1
10.1103/PhysRevB.19.2447 y5c1
10.1103/PhysRevD.29.1857 s1j3
10.1103/PhysRevE.47.4215 c2j1
10.1103/PhysRevE.47.4215 z2o1
10.1103/PhysRevLett.45.1344 m6l1
10.1103/PhysRevLett.45.1344 g5n1
10.1103/PhysRevLett.56.1889 l2s3
10.1103/PhysRevB.30.6458 e3k3
10.1103/PhysRevB.30.6458 x4e1
10.1103/PhysRevB.30.6458 v2p3
10.1103/PhysRevD.60.034505 x1u1
10.1103/PhysRevD.60.034505 m5v3
10.1103/PhysRevE.56.2407 m5e2
10.1103/PhysRevB.51.1420 d5z3
10.1103/PhysRevB.51.1420 f4k3
10.1103/PhysRevB.51.1420 x2n1
10.1103/PhysRevD.29.2582 r1x1
10.1103/PhysRevD.29.2582 u4g1
10.1103/PhysRevB.23.2697 t3q2
10.1103/PhysRevB.23.2697 j6d2
10.1103/PhysRevB.23.2697 l4p3
10.1103/PhysRevA.52.4078 j1q2
10.1103/PhysRevA.52.4078 g5p2
10.1103/PhysRevA.52.4078 f3h2
10.1103/PhysRevA.9.1733 d1m2
10.1103/PhysRevA.9.1733 a5e3
10.1103/PhysRevLett.72.2524 x5r3
10.1103/PhysRevLett.72.2524 b5y1
10.1103/PhysRevB.66.104426 o5p3
10.1103/PhysRevC.46.1183 e2h2
10.1103/PhysRevC.46.1183 c4l3
10.1103/PhysRevD.22.2941 f1o3
10.1103/PhysRevD.22.2941 c6c1
10.1103/PhysRevA.23.1841 z4t3
10.1103/PhysRevA.23.1841 m5w3
10.1103/PhysRevA.23.1841 j6h3
10.1103/PhysRevB.2.4903 u3q3
10.1103/PhysRevB.2.4903 l3w3
10.1103/PhysRevB.2.4903 h1s2
10.1103/PhysRevE.51.5846 o3r3
10.1103/PhysRevC.45.1837 h2q2
10.1103/PhysRevC.45.1837 g2k2
10.1103/PhysRevC.45.1832 s5p3
10.1103/PhysRevE.47.R32 o6q3
10.1103/PhysRevB.46.10923 o5u3
10.1103/PhysRevB.46.10923 x1r3
10.1103/PhysRevLett.88.175001 u4t3
10.1103/PhysRevLett.88.175001 w5l3
10.1103/PhysRevLett.88.175001 o5q3
10.1103/PhysRevLett.88.175001 t6f2
10.1103/PhysRevB.53.2167 a6t3
10.1103/PhysRevB.53.2167 q4v1
10.1103/PhysRevB.53.2167 p6c1
10.1103/PhysRevB.53.2167 o5h2
10.1103/PhysRevB.39.1927 l2r3
10.1103/PhysRevB.32.6048 p6o2
10.1103/PhysRevB.32.6048 p3p2
10.1103/PhysRevC.58.3478 o6v3
10.1103/PhysRevC.58.3478 a3k1
10.1103/PhysRevC.58.3478 p1w2
10.1103/PhysRevC.58.3478 l1p1
10.1103/PhysRevC.58.3478 s1c1
10.1103/PhysRevC.58.3478 j5x1
10.1103/PhysRevB.4.3527 o3p1
10.1103/PhysRevB.4.3527 u4z2
10.1103/PhysRevD.21.2528 g1e3
10.1103/PhysRevD.21.2528 f4y2
10.1103/PhysRevD.44.2663 q2n1
10.1103/PhysRevD.44.2663 c4d2
10.1103/PhysRevB.57.5918 y5h3
10.1103/PhysRevB.57.5918 l4r3
10.1103/PhysRevLett.86.119 s3j3
10.1103/PhysRevLett.86.119 q1r3
10.1103/PhysRevLett.72.191 d6m1
10.1103/PhysRevLett.72.191 j2j1
10.1103/PhysRevB.60.R9904 l1t1
10.1103/PhysRevC.69.044303 u6j2
10.1103/PhysRevC.69.044303 p2r1
10.1103/PhysRevC.69.044303 z5x2
10.1103/PhysRevC.69.044303 b3a3
10.1103/PhysRevC.69.044303 c3o3
10.1103/PhysRevC.69.044303 c3j1
10.1103/PhysRevLett.93.068001 h3n3
10.1103/PhysRevLett.93.068001 y1o1
10.1103/PhysRevD.58.034006 w6f3
10.1103/PhysRevE.59.2447 l6s2
10.1103/PhysRevE.59.2447 d6y2
10.1103/PhysRevC.69.044304 g5g1
10.1103/PhysRevC.69.044304 m2j3
10.1103/PhysRevC.69.044304 u5t3
10.1103/PhysRevC.69.044304 k1x1
10.1103/PhysRevC.69.044304 b4h1
10.1103/PhysRevC.69.044304 c3o3
10.1103/PhysRevC.69.044304 p2r1
10.1103/PhysRevC.69.044304 c2t2
10.1103/PhysRevA.65.033417 r1m2
10.1103/PhysRevD.18.4350 p3n1
10.1103/PhysRevD.18.4350 m5l3
10.1103/PhysRevB.5.1633 e1g2
10.1103/PhysRevB.5.1633 u4q1
10.1103/PhysRevLett.63.2435 n5p1
10.1103/PhysRevLett.63.2435 g3a3
10.1103/PhysRevD.63.075009 g5m2
10.1103/PhysRevD.63.075009 l4g3
10.1103/PhysRevB.66.012411 q3m3
10.1103/PhysRevB.66.012411 m3b1
10.1103/PhysRevB.66.012411 p1y1
10.1103/PhysRevB.66.012411 f2b1
10.1103/PhysRevB.66.012411 y4n2
10.1103/PhysRevB.68.125101 d3v3
10.1103/PhysRevB.68.125101 r1f3
10.1103/PhysRevC.70.024601 d4u1
10.1103/PhysRevLett.66.967 c2o2
10.1103/PhysRevLett.66.967 c4t3
10.1103/PhysRevB.38.13197 q6z3
10.1103/PhysRevB.38.13197 d5r2
10.1103/PhysRevC.53.2364 g4n2
10.1103/PhysRevC.53.2364 w3e3
10.1103/PhysRevC.53.2364 v6o2
10.1103/PhysRevC.53.2364 m2n3
10.1103/PhysRevC.53.2364 x2n3
10.1103/PhysRevC.12.1064 w5k3
10.1103/PhysRevC.12.1064 v3p2
10.1103/PhysRevA.59.3408 g2g2
10.1103/PhysRevD.55.6092 h2v1
10.1103/PhysRevB.34.6166 v6a3
10.1103/PhysRevB.34.6166 z4k2
10.1103/PhysRevB.34.6166 j1k1
10.1103/PhysRevA.12.1475 z4k1
10.1103/PhysRevLett.89.060402 t2p3
10.1103/PhysRevLett.89.060402 o4o1
10.1103/PhysRevB.63.125113 h6e1
10.1103/PhysRevB.63.125113 h2g1
10.1103/PhysRevB.63.125113 d6u2
10.1103/PhysRevB.57.60 l1e2
10.1103/PhysRevB.57.60 a1o1
10.1103/PhysRevA.46.2513 f2u3
10.1103/PhysRevA.46.2513 l5e3
10.1103/PhysRevA.2.2570 m5b1
10.1103/PhysRevA.2.2570 o3f2
10.1103/PhysRevC.38.1377 l5f2
10.1103/PhysRevC.38.1377 s4p3
10.1103/PhysRevB.65.024442 q3m3
10.1103/PhysRevD.54.5545 l3b1
10.1103/PhysRevD.54.5545 w6f3
10.1103/PhysRevD.47.3643 o2w3
10.1103/PhysRevD.47.3643 f3r3
10.1103/PhysRevD.47.3643 s3v2
10.1103/PhysRevB.47.13998 a2d1
10.1103/PhysRevA.40.4138 z4k1
10.1103/PhysRevB.70.132504 t1z2
10.1103/PhysRevB.70.132504 h3y3
10.1103/PhysRevC.34.2330 y5y1
10.1103/PhysRevC.34.2330 t3j2
10.1103/PhysRevC.34.2330 f4a1
10.1103/PhysRevB.63.184108 f1d3
10.1103/PhysRevB.63.184108 o3n1
10.1103/PhysRevB.63.184108 g5l3
10.1103/PhysRevB.63.184108 h1x2
10.1103/PhysRevA.17.30 g5u1
10.1103/PhysRevA.17.30 l1m1
10.1103/PhysRevA.17.30 y3d3
10.1103/PhysRevA.53.3652 m5k2
10.1103/PhysRevA.53.3652 l2k2
10.1103/PhysRevA.53.3652 r6p3
10.1103/PhysRevA.17.34 k3w2
10.1103/PhysRevA.17.34 g4s3
10.1103/PhysRevB.51.11753 p1w3
10.1103/PhysRevB.51.11753 a5d2
10.1103/PhysRevB.41.6688 c2o2
10.1103/PhysRevB.41.6688 s2a2
10.1103/PhysRevB.46.13389 e1g2
10.1103/PhysRevB.46.13389 c3m1
10.1103/PhysRevB.63.033301 u4d3
10.1103/PhysRevB.63.033301 d1u2
10.1103/PhysRevB.63.033301 q5y3
10.1103/PhysRevLett.71.1140 x5r3
10.1103/PhysRevC.43.315 l6c1
10.1103/PhysRevC.43.315 h2q2
10.1103/PhysRevC.43.315 g2k2
10.1103/PhysRevB.50.9942 t1v2
10.1103/PhysRevB.50.9942 j6x2
10.1103/PhysRevA.57.4014 z4k1
10.1103/PhysRevA.57.4014 p3c1
10.1103/PhysRevB.8.925 u3q3
10.1103/PhysRevB.8.925 w2p1
10.1103/PhysRevD.53.R580 f1g1
10.1103/PhysRevB.24.876 e3y3
10.1103/PhysRevB.24.876 y2q3
10.1103/PhysRevB.24.876 c6n1
10.1103/PhysRevB.24.876 e1k1
10.1103/PhysRevLett.91.182301 x3c3
10.1103/PhysRevLett.91.182301 c3r2
10.1103/PhysRevLett.91.182301 l3p2
10.1103/PhysRevLett.91.182301 r5a1
10.1103/PhysRevLett.91.182301 f3z2
10.1103/PhysRevLett.91.182301 r6v3
10.1103/PhysRevLett.91.182301 u2q1
10.1103/PhysRevLett.91.182301 y6t1
10.1103/PhysRevLett.91.182301 x2w2
10.1103/PhysRevA.39.3825 j1t2
10.1103/PhysRevA.68.054303 z4k1
10.1103/PhysRevA.68.054303 a2u2
10.1103/PhysRevD.57.4614 k2l1
10.1103/PhysRevD.57.4614 m2k2
10.1103/PhysRevD.18.1901 v6y1
10.1103/PhysRevD.18.1901 v5y3
10.1103/PhysRevD.18.1901 r2e3
10.1103/PhysRevB.56.13627 h3t3
10.1103/PhysRevB.56.13627 p1c2
10.1103/PhysRevB.56.13627 p4h1
10.1103/PhysRevB.56.13627 z5u1
10.1103/PhysRevB.56.13627 r3w2
10.1103/PhysRevB.56.13627 d1y1
10.1103/PhysRevA.45.5301 x5m2
10.1103/PhysRevA.45.5301 m4o2
10.1103/PhysRevB.57.1558 c1g1
10.1103/PhysRevB.57.1558 g5l1
10.1103/PhysRevB.57.1558 s2x2
10.1103/PhysRevA.60.2269 r6b1
10.1103/PhysRevA.60.2269 o1w1
10.1103/PhysRevLett.81.1646 j6q2
10.1103/PhysRevLett.81.1646 f2c2
10.1103/PhysRevB.46.3139 m5s1
10.1103/PhysRevB.46.3139 a2z2
10.1103/PhysRevB.46.3139 k2j3
10.1103/PhysRevA.41.1533 q3v3
10.1103/PhysRevA.41.1533 t5c3
10.1103/PhysRevC.8.1149 h6g2
10.1103/PhysRevC.8.1149 l3a2
10.1103/PhysRevB.68.035414 k4s2
10.1103/PhysRevB.68.035414 m2o1
10.1103/PhysRevA.58.831 m1n1
10.1103/PhysRevA.58.831 q3v3
10.1103/PhysRevD.51.6816 a4y1
10.1103/PhysRevD.51.6816 y5k2
10.1103/PhysRevD.51.6816 w6w1
10.1103/PhysRevE.64.046207 e1e3
10.1103/PhysRevE.64.046207 g1r2
10.1103/PhysRevE.64.046206 n4p1
10.1103/PhysRevE.64.046206 d1f2
10.1103/PhysRevA.41.6505 p5r3
10.1103/PhysRevA.58.4449 b2n3
10.1103/PhysRevB.49.14979 q5u3
10.1103/PhysRevB.49.14979 o3f3
10.1103/PhysRevE.68.021202 v2b1
10.1103/PhysRevE.68.021202 z1l3
10.1103/PhysRevE.68.021202 y5a3
10.1103/PhysRevC.37.2916 y2q2
10.1103/PhysRevC.37.2916 t3j3
10.1103/PhysRevC.37.2916 o6j1
10.1103/PhysRevC.37.2916 b3a3
10.1103/PhysRevE.62.2098 b1c3
10.1103/PhysRevB.48.9564 z4k2
10.1103/PhysRevB.48.9564 m4r3
10.1103/PhysRevB.48.9564 j1k1
10.1103/PhysRevD.36.1259 h2x2
10.1103/PhysRevD.36.1259 n1b2
10.1103/PhysRevE.70.051501 d1f2
10.1103/PhysRevE.70.051501 s5t2
10.1103/PhysRevC.45.2379 b3a3
10.1103/PhysRevE.61.1258 z6t3
10.1103/PhysRevC.50.1230 l6r3
10.1103/PhysRevC.50.1230 f4a3
10.1103/PhysRevB.59.12457 b1p3
10.1103/PhysRevB.59.12457 c2o2
10.1103/PhysRevB.59.12457 n5f3
10.1103/PhysRevA.49.899 a3r2
10.1103/PhysRevA.49.899 h2u1
10.1103/PhysRevA.49.899 o4k3
10.1103/PhysRevA.50.680 r6r3
10.1103/PhysRevA.50.680 z4k1
10.1103/PhysRevE.51.R2767 p3m1
10.1103/PhysRevE.51.R2767 a6k3
10.1103/PhysRevE.51.R2767 p2n1
10.1103/PhysRevE.51.R2767 q3h3
10.1103/PhysRevB.58.10784 u6a2
10.1103/PhysRevB.58.10784 a2o1
10.1103/PhysRevC.29.2101 c2t2
10.1103/PhysRevC.29.2101 b2g2
10.1103/PhysRevLett.86.4076 v6k1
10.1103/PhysRevLett.86.4076 r3b1
10.1103/PhysRevC.66.024301 w1k2
10.1103/PhysRevC.66.024301 t3j2
10.1103/PhysRevB.57.2690 u3j2
10.1103/PhysRevB.57.2690 t6y3
10.1103/PhysRevB.57.2690 r2u3
10.1103/PhysRevB.25.2560 l3w3
10.1103/PhysRevB.25.2560 a6a3
10.1103/PhysRevC.54.815 r5o2
10.1103/PhysRevC.54.815 y4f2
10.1103/PhysRevB.65.140406 a2a2
10.1103/PhysRevB.65.140406 w6u1
10.1103/PhysRevB.65.140406 z6b3
10.1103/PhysRevC.57.210 n5m1
10.1103/PhysRevC.57.210 d2l1
10.1103/PhysRevC.62.055802 w1k2
10.1103/PhysRevC.62.055802 a4k1
10.1103/PhysRevA.26.305 b2q1
10.1103/PhysRevA.26.305 d5c1
10.1103/PhysRevA.26.305 o4k3
10.1103/PhysRevB.64.054101 x5z1
10.1103/PhysRevB.64.054101 q6e1
10.1103/PhysRevB.64.054101 e3b2
10.1103/PhysRevLett.93.024501 q1q2
10.1103/PhysRevLett.93.024501 a5j3
10.1103/PhysRevA.15.1289 x2d2
10.1103/PhysRevA.15.1289 y1d1
10.1103/PhysRevD.8.1863 z3r3
10.1103/PhysRevD.8.1863 f4x3
10.1103/PhysRevA.65.012702 o2u1
10.1103/PhysRevA.65.012702 q6g3
10.1103/PhysRevLett.26.1609 y2x3
10.1103/PhysRevLett.26.1609 f4y2
10.1103/PhysRevA.61.022112 v4f1
10.1103/PhysRevA.61.022112 q2j1
10.1103/PhysRevA.38.555 o4z3
10.1103/PhysRevA.38.555 e1d3
10.1103/PhysRevA.38.555 a5j2
10.1103/PhysRevA.22.1753 x5c1
10.1103/PhysRevA.22.1753 k4p2
10.1103/PhysRevA.22.1753 j5x2
10.1103/PhysRevB.52.7976 p3e3
10.1103/PhysRevB.60.12799 p5d1
10.1103/PhysRevB.60.12799 d2s1
10.1103/PhysRevD.68.054016 v5g1
10.1103/PhysRevD.68.054016 e4x3
10.1103/PhysRevB.52.7972 a4s2
10.1103/PhysRevB.52.7972 v1o1
10.1103/PhysRevE.47.2187 y6c2
